surah,kazimirski_item_declared_num,classification,canonical_ayah_range,french_text,note
3,136,B,3:142,Croyez-vous entrer dans le paradis avant que Dieu sache qui sont ceux d’entre vous qui ont combattu et persévéré ?,
3,137,B,3:143,"Vous désiriez la mort avant qu’elle se fût présentée : vous l’avez vue, vous l’avez envisagée, et vous avez fléchi.",
3,138,B,3:144,"Mohammed n’est qu’un envoyé. D’autres envoyés l’ont précédé. S’il mourait ou s’il était tué, retourneriez-vous en arrière ? Celui qui retournerait en arrière ne saurait nuire à Dieu, et Dieu récompense ceux qui lui rendent des actions de grâces.",
3,139,B,3:145,"L’âme vivante ne meurt qu’avec la permission de Dieu, d’après le Livre qui fixe le terme de la vie. Celui qui désire la récompense de ce monde, nous la lui accorderons ; nous accorderons aussi celle de la vie future à celui qui la désirera, et nous récompenserons ceux qui sont reconnaissants.",
3,140,B,3:146,"Plus d’un prophète a eu à combattre un ennemi suivi de troupes innombrables, et cependant ces prophètes ne se sont point laissé abattre par les revers essuyés dans la voie de Dieu ; ils n’ont point faibli dans leur foi, ils ne se sont point soumis lâchement à l’ennemi. Certes Dieu aime ceux qui persévèrent.",
3,141,C,3:147-3:148,"Ils se bornaient à dire : Seigneur, pardonne-nous nos fautes, les écarts dont nous nous sommes rendus coupables dans notre mission ; raffermis nos pas, et prête-nous ton assistance contre les infidèles. Dieu leur accorda la récompense de ce monde et une belle part dans l’autre, car Dieu aime ceux qui font le bien.",
3,142,B,3:149,"Ô croyants ! si vous écoutez les infidèles, ils vous feront revenir à vos erreurs, et vous retomberez dans la perdition.",
3,143,B,3:150,Dieu est votre protecteur. Qui mieux que lui peut vous secourir ?,
3,144,B,3:151,"Nous jetterons l’épouvante dans le cœur des idolâtres, parce qu’ils ont associé à Dieu des divinités, sans que Dieu leur ait donné aucun pouvoir à ce sujet ; le feu sera leur demeure. Qu’il est affreux le séjour des impies !",
3,145,D,3:152,"Dieu a déjà accompli ses promesses, lorsque, avec sa permission, vous avez anéanti vos ennemis ; mais votre courage a fléchi, et vous avez disputé dans l’affaire que vous savez ; vous avez désobéi après que le Prophète vous eut fait entrevoir ce que vous désiriez.",
3,146,D,3:152,"Une partie d’entre vous désiraient les biens de ce monde ; les autres désiraient la vie future. Dieu vous a Fait prendre la fuite devant vos ennemis pour vous éprouver ; mais il vous a pardonné ensuite, parce qu’il est plein de générosité pour les croyants.",
3,147,B,3:153,"Souvenez-vous qu’alors vous preniez la flûte en désordre, et vous ne vous attendiez pas les uns les autres, pendant que le prophète sur vos derrières vous appelait au combat. Dieu vous a fait éprouver affliction sur affliction, afin que vous ne ressentiez plus de chagrin à cause du butin qui vous échappa et du malheur qui vous atteignit. Dieu est instruit de toutes vos actions.",
3,148,B,3:154,"Ensuite Dieu fit descendre la sécurité et le sommeil sur une partie d’entre vous. Quant à une autre partie d’entre vous, leurs passions les portèrent à des pensées injustes contre Dieu, à des pensées de l’ignorance. Ceux-là disaient : Que gagnons-nous à toute cette affaire ? Réponds-leur : Toute affaire dépend de Dieu. Ils cachaient au fond de leurs âmes ce qu’ils ne te manifestaient pas. Ils disaient : Si nous avions dû obtenir quelque avantage de toute cette affaire, certes nous n’aurions pas été défaits ici. Dis-leur : Quand vous seriez restés dans vos maisons, ceux dont le trépas était écrit là-haut seraient venus succomber à ce même endroit, afin que le Seigneur éprouvât ce que vous cachiez dans vos seins, et débrouillât ce qui était au fond de vos cœurs. Dieu connaît ce que les cœurs recèlent.",
3,149,B,3:155,"Ceux qui se retirèrent le jour de la rencontre des deux armées furent séduits par Satan, en punition de quelque faute qu’ils avaient commise. Dieu leur a pardonné, parce qu’il est indulgent et clément.",
3,150,B,3:156,"Ô croyants ! Ne ressemblez pas aux infidèles qui disent à leurs frères, quand ceux-ci voyagent dans le pays ou quand ils vont à la guerre : S’ils étaient restés avec nous, ils ne seraient pas morts, ils n’auraient pas été tués. Dieu a voulu que ce qui est arrivé jetât dans leurs cœurs d’amers regrets. Dieu donne la vie et la mort, et il voit vos actions.",
3,151,B,3:157,"Si vous mourez ou si vous êtes tués en combattant dans le sentier de Dieu, l’indulgence et la miséricorde de Dieu vous attendent. Ceci vaut mieux que les richesses que vous amassez.",
3,152,B,3:158,"Que vous mouriez de mort naturelle ou que vous soyez tués, Dieu vous rassemblera au jour dernier.",
3,153,B,3:159,"Tu leur as dépeint la miséricorde de Dieu douée et facile, ô Mohammed ! Si tu avais été plus sévère et plus dur, ils se seraient séparés de toi. Aie donc de l’indulgence pour eux, prie Dieu de leur pardonner, conseille-les dans leurs affaires, et, lorsque tu entreprends quelque chose, mets ta confiance en Dieu, car il aime ceux qui ont mis en lui leur confiance.",
3,154,B,3:160,"Si Dieu vient à votre secours, qui est-ce qui pourra vous vaincre ? S’il vous abandonne, qui est-ce qui pourra vous secourir ? C’est en Dieu seul que les croyants mettent leur confiance.",
3,155,B,3:161,"Ce n’est pas le prophète qui vous tromperait Celui qui trompe, paraîtra avec sa tromperie au jour de la résurrection. Alors toute âme recevra le prix de ses œuvres, et personne ne sera traité avec injustice.",
3,156,B,3:162,"Pensez-vous que celui qui aura suivi la volonté de Dieu sera traité comme celui qui a mérité sa colère, et dont la Semeuse sera le feu ? Quelle détestable route que cette route-là !",
3,157,B,3:163,Ils occuperont des degrés différents auprès de Dieu. Il voit vos actions.,
3,158,B,3:164,"Dieu a déjà fait éclater sa bienfaisance pour les fidèles, en leur envoyant un apôtre d’entre eux pour leur réciter ses enseignements, les rendre purs et les instruire dans le Livre (le Koran) et dans la sagesse, eux qui étaient naguère dans un égarement manifeste.",
3,159,B,3:165,"Lorsqu’un revers vous a atteints pour la première fois et vous aviez précédemment fait éprouver à vos ennemis le double de vos malheurs), vous avez dit : D’où nous vient cette disgrâce ? Réponds-leur : De vous-mêmes. Dieu est tout-puissant.",
3,160,C,3:166-3:167,"Le revers que vous avez éprouvé le jour où les deux armées se sont rencontrées, eut lieu par la volonté de Dieu, afin qu’il distinguât les fidèles des hypocrites. Quand on leur cria : Avancez, combattez dans le sentier de Dieu, repoussez l’ennemi, ils répondirent : Si nous savions combattre, nous vous suivrions. Ce jour-là ils étaient plus près de l’infidélité que de la foi.",
3,161,D,3:167,Ils prononçaient de leurs lèvres ce qui n’était point dans leurs cœurs ; mais Dieu connaît ce qu’ils cachent.,
3,162,B,3:168,"À ceux qui, restés dans leurs foyers, disent : Si nos frères nous avaient écoutés, ils n’auraient pas été tués, réponds : Mettez-vous donc à l’abri de la mort si vous êtes véridiques.",
3,163,B,3:169,"Ne croyez pas que ceux qui ont succombé en combattant dans le sentier de Dieu soient morts : ils vivent auprès de Dieu, et reçoivent de lui leur nourriture.",
3,164,B,3:170,"Remplis de joie à cause des bienfaits dont Dieu les a comblés, ils se réjouissent de ce que ceux qui marchent sur leurs traces, et qui ne les ont pas encore atteints, seront à l’abri des frayeurs et des peines.",
3,165,B,3:171,"Ils se réjouissent à cause des bienfaits de Dieu et de sa générosité, de ce qu’il ne laisse point périr la récompense des fidèles.",
3,166,B,3:172,"Ceux qui après le revers (essuyé à Ohod) obéissent à Dieu et au prophète, qui font le bien et craignent le Seigneur, ceux-là recevront une récompense magnifique.",
3,167,B,3:173,"Ceux qui, lorsqu’on leur annonce que les ennemis se réunissent et qu’ils sont à craindre, ne font qu’accroître leur foi et disent : Dieu nous suffit, c’est un excellent protecteur,",
3,168,B,3:174,"Ceux-là retournent comblés de grâces de Dieu ; aucun malheur ne les atteint ; ils ont suivi la volonté de Dieu, dont la libéralité est infinie.",
3,169,B,3:175,"Souvent Satan intimide ses adhérents ; ne le craignez point, mais craignez-moi, si vous êtes croyants.",
3,170,B,3:176,Que ceux qui courent à pas précipités vers l’incrédulité ne te causent point d’affliction ; ils ne sauraient causer le moindre dommage à Dieu. Dieu leur refusera toute part dans la vie future ; un châtiment terrible seul leur est réservé.,
3,171,B,3:177,Ceux qui achètent l’infidélité au prix de leur foi ne sauraient causer aucun dommage à Dieu. Un châtiment douloureux les attend.,
3,172,B,3:178,"Que les infidèles ne s’imaginent point que, si nous leur accordons une longue vie, c’est un bien. Nous la leur accordons longue pour qu’ils multiplient leurs iniquités. Un châtiment avilissant les attend.",
3,173,D,3:179,Dieu ne saurait laisser les croyants dans l’état où vous êtes ; il séparera le mauvais d’avec le bon.,
3,174,D,3:179,"Dieu ne saurait vous dévoiler les choses cachées. Il choisit les envoyés qu’il lui plaît pour les leur confier. Croyez donc eu Dieu et à ses envoyés ; si vous croyez, et si vous craignez, vous recevrez une récompense généreuse.",
3,175,D,3:180,"Que les hommes avares des biens que Dieu leur dispense dans sa générosité ne s’imaginent point que cela leur profitera ; loin de là, cela leur portera malheur.",
3,176,D,3:180,"Les biens dont ils sont avares seront attachés à leur cou, en guise de collier, au jour de la résurrection. L’héritage des cieux et de la terre appartient à Dieu ; il est instruit de toutes vos actions.",
3,177,B,3:181,"Il a entendu les paroles de ceux qui disaient : Dieu est pauvre, et nous sommes riches. Nous tiendrons compte de leurs paroles et du sang des prophètes tués injustement, et nous leur dirons : Subissez le châtiment du feu,",
3,178,B,3:182,Pour prix des œuvres de vos mains ; car Dieu n’est pas injuste envers ses serviteurs.,
3,179,D,3:183,"À ceux qui disent : Dieu nous a promis que nous ne serons tenus de croire à un prophète, que lorsque ce prophète présentera une offrande que le feu du ciel consumera aussitôt.",
3,180,D,3:183,"Réponds : Il vous est venu avant moi des prophètes qui ont fait des miracles, et même celui dont vous parlez ; pourquoi donc les avez-vous tués ? dites-le, si vous êtes véridiques.",
3,181,B,3:184,"S’ils te traitent d’imposteur, ô Mohammed ! les apôtres envoyés avant toi est été traités de même, bien qu’ils eussent opéré des miracles et apporté le livre des Psaumes et le Livre qui éclaire.",
3,182,B,3:185,"Toute âme goûtera le breuvage de la mort. Vous recevrez vos récompenses au jour de la résurrection. Celui qui aura évité le feu et qui entrera dans le paradis, celui-là sera bienheureux, car la vie d’ici-bas n’est qu’une jouissance trompeuse.",
3,183,B,3:186,Vous serez éprouvés dans vos biens et dans vos personnes. Vous entendrez de la part de ceux qui ont reçu les Écritures et de la part des idolâtres des choses dures ; mais prenez patience et craignez Dieu : ceci est dans l’ordre des choses.,
3,184,B,3:187,"Dieu a stipulé avec les juifs qu’ils auront à expliquer le Pentateuque aux hommes, et qu’ils ne le cacheront pas. Ils l’ont jeté par-dessus leurs épaules et l’ont vendu pour un vil prix. Vilaine marchandise que celle qu’ils ont reçue en retour !",
3,185,B,3:188,"Ne pensez pas que ceux qui se réjouissent de leurs œuvres ou qui veulent être loués de ce qu’ils n’ont point fait, soient à l’abri des châtiments. Un châtiment douloureux les attend.",
3,186,B,3:189,Le royaume des cieux et de la terre est à Dieu ; Dieu a le pouvoir sur toutes choses.,
3,187,B,3:190,"Dans la création des cieux et de la terre, dans l’alternation des nuits et des jours, il y a sans doute des signes pour les hommes doués d’intelligence,",
3,188,B,3:191,"Qui, debout, assis, couchés, pensent à Dieu et méditent sur la création des cieux et de la terre. Seigneur, disent-ils, tu n’as point créé tout cela en vain. Par ta gloire, non. Préserve-nous de la peine du feu.",
3,189,B,3:192,"Seigneur, celui que tu jetteras dans le feu sera couvert d’ignominie. Les pervers n’obtiendront aucun secours.",
3,190,D,3:193,"Seigneur, nous avons entendu l’homme qui appelait ; il nous appelait à la foi, il nous criait : Croyez en Dieu, et nous avons cru.",
3,191,D,3:193,"Seigneur, pardonne-nous nos fautes, efface nos péchés et fais que nous mourions dans la voie des justes.",
3,192,B,3:194,"Seigneur, accordez-nous ce que tu nous as promis par tes apôtres, et ne nous afflige pas au jour de la résurrection ; certes, tu ne manques point à tes promesses.",
3,193,D,3:195,"Dieu les exauce et leur dit : Il ne sera point perdu une seule œuvre d’aucun d’entre vous, ni homme, ni femme. Les femmes sont issues des hommes.",
3,194,D,3:195,"J’effacerai les péchés de ceux qui auront émigré ou auront été chassés de leur pays, qui auront souffert dans mon sentier (pour ma cause), qui auront combattu et succombé. Je les introduirai dans les jardins arrosés de courants d’eau.",
3,195,D,3:195,C’est la récompense de Dieu ; et certes Dieu dispose de magnifiques récompenses.,
3,196,C,3:196-3:197,Que la prospérité des infidèles (qui sont à la Mecque) ne t’éblouisse point. C’est une jouissance de courte durée. Leur demeure sera le feu. Quel affreux lieu de repos !,
3,197,B,3:198,Mais ceux qui craignent le Seigneur habiteront les jardins arrosés par des cours d’eau ; ils y demeureront éternellement. Telle sera la réception qu’ils trouveront chez Dieu ; et certes tout ce qui vient de Dieu vaut mieux pour les justes.,
